============================================================================================
    Date     Time  Temp SpCond  Cond    pH      pH Turbid+   Chl   Chl ODOsat    ODO Battery
   m/d/y hh:mm:ss     C  uS/cm mS/cm            mV     NTU  ug/L   RFU      %   mg/L   volts
--------------------------------------------------------------------------------------------
08/12/12 16:01:12 21.92    247 0.232  8.13  -113.0    16.7   0.4   0.1   92.8   8.12    11.3
08/12/12 16:31:12 21.93    247 0.233  8.14  -113.5   129.9   0.2   0.1   93.2   8.16    11.4
08/12/12 17:01:11 21.92    247 0.232  8.13  -112.9   192.6   0.5   0.2   93.3   8.17    11.4
08/12/12 17:31:12 21.92    247 0.232  8.13  -112.8   491.2   0.6   0.2   93.5   8.18    11.4
08/12/12 18:01:12 21.92    247 0.233  8.12  -112.4   662.4   0.0   0.0   93.2   8.15    11.4
08/12/12 18:31:11 21.90    247 0.233  8.12  -111.9  1295.7   0.3   0.1   93.4   8.18    11.3
08/12/12 19:01:11 21.91    247 0.232  8.12  -112.3    35.3  -0.1   0.0   93.3   8.17    11.3
08/12/12 19:31:11 21.89    248 0.233  8.11  -111.5     2.0   0.6   0.2   92.4   8.09    11.4
08/12/12 20:01:12 21.87    249 0.234  8.11  -111.2    33.6   0.7   0.2   91.9   8.05    11.4
08/12/12 20:31:12 21.83    252 0.237  8.10  -110.7   231.4   0.0   0.0   91.6   8.03    11.4
08/12/12 21:01:11 21.81    251 0.236  8.09  -110.0   253.5   0.1   0.0   90.5   7.94    11.4
08/12/12 21:31:12 21.84    250 0.235  8.11  -111.5     8.9   0.6   0.2   93.4   8.19    11.3
08/12/12 22:01:11 21.84    252 0.237  8.12  -112.2    96.4  -0.5  -0.1   93.8   8.23    11.4
08/12/12 22:31:11 21.85    251 0.236  8.13  -112.7    95.0   0.6   0.2   93.7   8.21    11.4
08/12/12 23:01:12 21.86    252 0.237  8.13  -112.7    77.9   0.1   0.0   93.9   8.23    11.4
08/12/12 23:31:11 21.87    253 0.238  8.14  -113.2    96.7   0.2   0.1   93.7   8.21    11.3
08/13/12 00:01:11 21.87    251 0.236  8.13  -112.5   184.8   0.6   0.2   92.9   8.14    11.3
08/13/12 00:31:11 21.87    255 0.239  8.12  -112.2   125.2   0.2   0.1   92.9   8.14    11.5
08/13/12 01:01:11 21.88    248 0.233  8.12  -112.1    42.1  -0.4  -0.1   92.8   8.13    11.4
08/13/12 01:31:11 21.89    250 0.235  8.12  -111.9    43.1   0.5   0.2   92.2   8.08    11.4
08/13/12 02:01:11 21.88    252 0.237  8.12  -111.9    31.4  -0.2  -0.1   92.3   8.08    11.3
08/13/12 02:31:11 21.89    252 0.237  8.11  -111.8    65.1   0.1   0.0   92.0   8.06    11.4
08/13/12 03:01:11 21.90    252 0.237  8.12  -112.2    29.4   0.4   0.1   92.9   8.13    11.4
08/13/12 03:31:11 21.91    253 0.238  8.13  -112.5    53.7  -0.7  -0.2   93.9   8.22    11.4
08/13/12 04:01:12 21.91    256 0.241  8.14  -113.6   103.0  -0.3  -0.1   95.7   8.38    11.4
08/13/12 04:31:11 21.91    256 0.241  8.14  -113.5    85.7  -0.3  -0.1   96.7   8.46    11.3
08/13/12 05:01:11 21.90    258 0.242  8.15  -113.8    63.5   0.1   0.0   96.4   8.44    11.4
08/13/12 05:31:12 21.89    255 0.240  8.13  -112.8    99.5   0.3   0.1   95.6   8.37    11.4
08/13/12 06:01:11 21.89    256 0.241  8.13  -112.7    28.8  -0.5  -0.1   93.6   8.20    11.4
08/13/12 06:31:11 21.66    248 0.233  8.03  -106.4    16.1  -0.3  -0.1   85.6   7.53    11.4
08/13/12 07:01:11 21.64    246 0.230  8.01  -105.7    21.1   0.5   0.2   85.7   7.54    11.4
08/13/12 07:31:12 21.62    246 0.230  8.02  -105.7    15.0   0.0   0.0   85.9   7.56    11.5
08/13/12 08:01:11 21.60    245 0.229  8.01  -105.1    17.0   0.3   0.1   85.8   7.56    11.4
08/13/12 08:31:12 21.60    246 0.230  8.02  -105.7    -0.2  -0.4  -0.1   85.5   7.53    11.4
08/13/12 09:01:12 21.59    246 0.230  8.01  -105.4    17.7   0.3   0.1   85.4   7.52    11.4
08/13/12 09:31:12 21.59    246 0.230  8.00  -104.5    25.8  -0.2  -0.1   85.2   7.51    11.4
08/13/12 10:01:12 21.58    246 0.230  8.10  -110.8    18.3  -0.6  -0.2   84.3   7.43    11.3
08/13/12 10:31:11 21.56    246 0.230  8.06  -108.3     7.1   0.2   0.1   83.7   7.38    11.4
08/13/12 11:01:12 21.57    247 0.231  8.07  -109.1     4.0  -0.1   0.0   84.8   7.47    11.4
08/13/12 11:31:11 21.57    248 0.231  8.08  -109.4    11.3   0.1   0.0   86.8   7.65    11.4
08/13/12 12:01:11 21.57    249 0.233  8.10  -110.9     0.7   0.1   0.0   87.6   7.72    11.4
08/13/12 12:31:11 21.57    245 0.229  8.21  -117.4     2.2   0.3   0.1   90.4   7.97    11.4
08/13/12 13:01:11 21.60    245 0.229  8.26  -120.5     0.6   0.1   0.0   93.0   8.19    11.3
08/13/12 13:31:11 21.61    246 0.230  8.27  -121.1     1.1   0.2   0.0   92.7   8.16    11.4
08/13/12 14:01:12 21.63    247 0.231  8.26  -120.5     0.6  -0.1   0.0   92.3   8.12    11.4
08/13/12 14:31:11 21.63    250 0.234  8.21  -117.7     2.0  -0.5  -0.2   92.7   8.16    11.4
08/13/12 15:01:11 21.59    251 0.234  8.21  -117.4     1.1   1.2   0.4   91.7   8.08    11.3
08/13/12 15:31:12 21.59    248 0.231  8.26  -120.4     2.9   0.0   0.0   93.1   8.20    11.4
08/13/12 16:01:12 21.58    248 0.232  8.23  -118.5     2.3   0.1   0.0   93.3   8.22    11.4
08/13/12 16:31:11 21.59    247 0.231  8.24  -119.4     2.0   0.1   0.0   94.1   8.29    11.3
08/13/12 17:01:11 21.66    247 0.231  8.27  -120.8     2.0   0.0   0.0   95.2   8.37    11.4
08/13/12 17:31:12 21.68    248 0.232  8.28  -121.5     2.2  -0.3  -0.1   95.1   8.36    11.4
08/13/12 18:01:12 21.66    257 0.240  8.30  -123.0     1.8   0.3   0.1   95.7   8.42    11.4
08/13/12 18:31:11 21.62    253 0.236  8.30  -122.6     3.6   0.5   0.2   96.2   8.47    11.4
08/13/12 19:01:12 21.60    246 0.230  8.30  -122.9     3.7  -0.3  -0.1   96.1   8.46    11.4
08/13/12 19:31:12 21.59    248 0.232  8.27  -121.2     1.2  -0.5  -0.2   94.7   8.34    11.4
08/13/12 20:01:12 21.58    253 0.236  8.27  -121.3     1.2   0.1   0.0   93.9   8.27    11.3
08/13/12 20:31:11 21.60    256 0.240  8.25  -119.6     1.2  -0.1   0.0   92.8   8.17    11.3
08/13/12 21:01:11 21.66    251 0.235  8.24  -119.2     0.7   0.7   0.2   92.7   8.15    11.4
08/13/12 21:31:11 21.67    249 0.233  8.23  -118.5     0.1  -0.1   0.0   92.3   8.11    11.3
08/13/12 22:01:11 21.67    253 0.237  8.22  -118.0     0.5   0.0   0.0   91.6   8.06    11.3
08/13/12 22:31:11 21.66    252 0.236  8.21  -117.6     0.0  -0.2  -0.1   90.8   7.98    11.3
08/13/12 23:01:11 21.66    257 0.241  8.20  -117.1     0.9  -0.2  -0.1   90.0   7.91    11.3
08/13/12 23:31:12 21.66    258 0.242  8.19  -116.3    39.3  -0.3  -0.1   89.0   7.83    11.4
08/14/12 00:01:12 21.64    258 0.241  8.15  -114.0     0.2   0.6   0.2   88.6   7.80    11.4
08/14/12 00:31:11 21.64    255 0.239  8.17  -114.8     0.3   0.5   0.2   88.1   7.76    11.3
08/14/12 01:01:11 21.63    248 0.232  8.15  -114.0     2.0   0.0   0.0   87.5   7.70    11.4
08/14/12 01:31:11 21.47    254 0.237  8.22  -118.1     4.3   0.3   0.1   89.6   7.91    11.4
08/14/12 02:01:12 21.39    253 0.235  8.19  -116.5     2.9   0.7   0.2   90.3   7.99    11.4
08/14/12 02:31:11 21.36    255 0.237  8.25  -119.9     4.6   2.4   0.7   90.8   8.04    11.4
08/14/12 03:01:11 21.34    256 0.238  8.24  -119.2     7.3   1.1   0.3   91.0   8.05    11.4
08/14/12 03:31:12 21.33    256 0.238  8.23  -118.7     5.8  10.7   3.2   91.0   8.06    11.3
08/14/12 04:01:11 21.30    255 0.237  8.25  -120.1    16.7   2.1   0.6   92.2   8.17    11.3
08/14/12 04:31:11 21.27    252 0.234  8.27  -121.0    17.8   9.6   2.8   91.8   8.14    11.4
08/14/12 05:01:12 21.27    253 0.235  8.24  -119.4    37.7   1.4   0.4   92.4   8.19    11.4
08/14/12 05:31:11 21.27    253 0.235  8.25  -119.8     0.4   2.2   0.7   91.5   8.11    11.4
08/14/12 06:01:11 21.26    253 0.235  8.10  -110.7     0.1   1.2   0.4   91.3   8.09    11.4
08/14/12 06:31:11 21.25    249 0.231  8.18  -115.5     0.6   3.1   0.9   91.6   8.13    11.4
08/14/12 07:01:11 21.25    255 0.236  8.07  -109.2     0.3   4.7   1.4   91.3   8.10    11.3
08/14/12 07:31:11 21.25    254 0.236  8.19  -115.9     3.2   5.1   1.5   91.9   8.15    11.3
08/14/12 08:01:12 21.24    254 0.235  8.16  -114.1     4.3   5.5   1.6   92.6   8.21    11.4
08/14/12 08:31:11 21.26    252 0.234  8.24  -119.4     6.7  27.7   8.1   93.8   8.32    11.4
08/14/12 09:01:11 21.23    251 0.233  8.18  -115.4     1.2   1.5   0.5   93.7   8.31    11.3
08/14/12 09:31:11 21.24    259 0.241  8.24  -119.0     1.9   4.2   1.2   94.3   8.37    11.3
08/14/12 10:01:12 21.30    265 0.246  8.22  -117.8     1.3  63.5  18.7  101.0   8.95    11.4
08/14/12 10:31:11 21.31    263 0.244  8.31  -123.5     2.0   4.3   1.3   99.3   8.80    11.4
08/14/12 11:01:12 21.26    257 0.238  8.19  -116.0     2.9  21.2   6.2   96.9   8.59    11.4
08/14/12 11:31:09 21.30    249 0.232  8.33  -124.6     8.9   5.5   1.6   98.7   8.75    11.3
08/14/12 12:01:11 21.35    247 0.229  8.35  -125.7     2.3   0.0   0.0  101.2   8.96    11.4
08/14/12 12:31:11 21.38    244 0.227  8.41  -129.2     1.5   5.9   1.7  102.4   9.05    11.4
08/14/12 13:01:12 21.41    245 0.228  8.38  -127.9     0.4   4.6   1.4  103.4   9.14    11.4
08/14/12 13:31:11 21.46    245 0.228  8.36  -126.5     1.7  33.7   9.9  102.6   9.06    11.4
08/14/12 14:01:11 21.48    248 0.231  8.36  -126.6     1.2  -0.1   0.0   98.3   8.67    11.3
08/14/12 14:31:12 21.51    254 0.237  8.37  -126.8     1.5   9.8   2.9  100.4   8.86    11.5
08/14/12 15:01:11 21.47    258 0.240  8.45  -131.7     3.0   1.8   0.5  104.4   9.22    11.3
08/14/12 15:31:11 21.44    255 0.237  8.42  -130.0     1.2   4.9   1.5  105.8   9.35    11.4
08/14/12 16:01:11 21.44    261 0.243  8.41  -129.6     1.2   4.2   1.3  104.2   9.20    11.3
08/14/12 16:31:12 21.43    260 0.242  8.41  -129.2     2.5   1.5   0.5  104.7   9.25    11.3
08/14/12 17:01:11 21.42    263 0.245  8.40  -128.9     4.3   1.7   0.5  105.1   9.29    11.4
08/14/12 17:31:11 21.36    260 0.242  8.40  -128.7    36.6  12.2   3.6  104.0   9.20    11.3
08/14/12 18:01:12 21.36    260 0.242  8.36  -126.6     4.0   1.3   0.4  102.3   9.05    11.4
08/14/12 18:31:11 21.30    247 0.229  8.33  -124.9    10.0   5.0   1.5  102.4   9.07    11.4
08/14/12 19:01:11 21.29    250 0.232  8.35  -125.6     3.9   7.1   2.1  102.5   9.08    11.3
08/14/12 19:31:11 21.27    249 0.231  8.33  -124.6     1.2   1.0   0.3  102.0   9.04    11.4
08/14/12 20:01:11 21.26    255 0.236  8.31  -123.6     1.1   1.2   0.4  101.4   8.99    11.4
08/14/12 20:31:11 21.25    260 0.241  8.28  -121.6     1.0   0.8   0.2  100.8   8.94    11.4
08/14/12 21:01:11 21.23    260 0.241  8.31  -123.2     1.5  23.1   6.8  100.4   8.90    11.4
08/14/12 21:31:11 21.23    257 0.239  8.20  -117.1     2.0   0.0   0.0   98.9   8.77    11.4
08/14/12 22:01:11 21.21    254 0.236  8.22  -118.2     2.1   0.5   0.2   98.6   8.75    11.3
08/14/12 22:31:12 21.20    262 0.243  8.28  -121.8     2.3   0.4   0.1   97.9   8.69    11.4
08/14/12 23:01:12 21.19    264 0.245  8.29  -122.3     2.0   0.2   0.1   98.9   8.78    11.3
08/14/12 23:31:11 21.16    259 0.240  8.33  -124.8     2.9  -0.4  -0.1   98.3   8.74    11.3
08/15/12 00:01:11 21.13    258 0.239  8.33  -124.6     3.1  -0.1   0.0   97.2   8.64    11.3
08/15/12 00:31:11 21.12    258 0.239  8.30  -123.0     1.5  -0.1   0.0   97.1   8.63    11.3
08/15/12 01:01:12 21.11    246 0.228  8.30  -122.6     4.3 130.7  38.4   96.9   8.61    11.3
08/15/12 01:31:11 21.13    248 0.229  8.29  -122.1     1.4   0.6   0.2   96.0   8.54    11.3
08/15/12 02:01:11 21.15    252 0.233  8.27  -120.8     1.5  -0.1   0.0   94.4   8.39    11.3
08/15/12 02:31:11 21.17    257 0.238  8.26  -120.4     2.5  27.6   8.1   93.1   8.27    11.3
08/15/12 03:01:11 21.18    258 0.239  8.25  -119.8     3.7  43.8  12.9   92.1   8.18    11.5
08/15/12 03:31:12 21.18    257 0.238  8.25  -119.4     1.5   1.6   0.5   91.4   8.12    11.4
08/15/12 04:01:12 21.18    256 0.237  8.25  -119.6     1.7   2.9   0.9   91.7   8.14    11.5
08/15/12 04:31:11 21.16    253 0.235  8.25  -119.5     1.8   2.0   0.6   90.7   8.06    11.4
08/15/12 05:01:11 21.15    252 0.234  8.22  -118.2     2.0   8.4   2.5   90.7   8.05    11.4
08/15/12 05:31:12 21.09    250 0.232  8.24  -118.9     2.3   5.0   1.5   90.2   8.02    11.3
08/15/12 06:01:11 21.06    249 0.231  8.23  -118.3    14.1   1.0   0.3   90.4   8.05    11.3
08/15/12 06:31:11 21.02    250 0.231  8.23  -118.8     4.8   3.9   1.2   90.7   8.08    11.3
08/15/12 07:01:11 21.02    251 0.232  8.22  -118.2     1.8   4.6   1.4   90.6   8.07    11.3
08/15/12 07:31:11 21.00    252 0.232  8.23  -118.8     1.6   0.7   0.2   90.3   8.04    11.4
08/15/12 08:01:11 21.00    253 0.233  8.23  -118.7     2.0   2.3   0.7   89.8   8.01    11.4
08/15/12 08:31:11 21.00    254 0.235  8.22  -117.6     3.1  42.7  12.6   91.4   8.15    11.4
08/15/12 09:01:11 21.04    256 0.237  8.23  -118.4     2.0   0.4   0.1   93.0   8.28    11.3
08/15/12 09:31:12 21.07    259 0.240  8.22  -118.0     1.8  -0.2  -0.1   95.2   8.47    11.4
08/15/12 10:01:12 21.10    261 0.241  8.29  -122.1     2.2   3.1   0.9   95.8   8.52    11.4
08/15/12 10:31:11 21.11    263 0.243  8.30  -122.7     2.0   1.7   0.5   95.6   8.50    11.3
08/15/12 11:01:12 21.07    258 0.238  8.29  -122.1     1.8   2.2   0.7   93.8   8.35    11.3
08/15/12 11:31:11 21.11    259 0.240  8.33  -124.8     3.2   6.9   2.0   94.8   8.43    11.3
08/15/12 12:01:11 21.11    260 0.241  8.34  -125.4     4.0   8.4   2.5   95.5   8.49    11.3
08/15/12 12:31:11 21.08    246 0.227  8.37  -126.8     8.2   0.6   0.2   96.6   8.60    11.4
08/15/12 13:01:12 21.12    247 0.229  8.45  -132.0     1.1  30.9   9.1   97.4   8.65    11.4
08/15/12 13:31:12 21.12    256 0.237  8.38  -127.8     0.7   0.0   0.0   97.6   8.68    11.4
08/15/12 14:01:11 21.08    255 0.236  8.35  -125.5    23.1   0.2   0.1   97.4   8.66    11.4
08/15/12 14:31:11 21.05    254 0.235  8.33  -124.3     2.4   4.4   1.3   97.8   8.71    11.4
08/15/12 15:01:11 21.03    252 0.233  8.34  -125.4     3.3   0.4   0.1   98.0   8.72    11.3
08/15/12 15:31:11 21.02    254 0.235  8.33  -124.6    -0.3   7.2   2.1   97.5   8.68    11.3
08/15/12 16:01:12 21.01    253 0.233  8.34  -125.1     2.5   1.8   0.5   97.6   8.70    11.4
08/15/12 16:31:12 21.01    251 0.232  8.34  -124.9     3.9   1.8   0.5   98.1   8.74    11.3
08/15/12 17:01:12 20.99    250 0.231  8.32  -124.0     2.1   5.0   1.5   97.9   8.72    11.3
08/15/12 17:31:11 20.95    250 0.231  8.31  -123.6     1.7   0.5   0.2   97.7   8.71    11.4
08/15/12 18:01:11 20.95    248 0.229  8.32  -123.8     1.8   5.0   1.5   97.7   8.72    11.3
08/15/12 18:31:11 20.93    244 0.225  8.31  -123.2     3.4   1.6   0.5   97.3   8.68    11.3
08/15/12 19:01:11 20.92    243 0.224  8.30  -122.4     0.0   0.3   0.1   96.4   8.60    11.3
08/15/12 19:31:12 20.91    243 0.224  8.29  -122.1     0.1   0.7   0.2   95.6   8.53    11.3
08/15/12 20:01:11 20.91    243 0.224  8.28  -121.6     0.2   3.1   0.9   95.0   8.48    11.3
08/15/12 20:31:12 20.91    243 0.224  8.28  -121.5     0.0   0.1   0.0   94.7   8.45    11.3
08/15/12 21:01:12 20.91    243 0.224  8.27  -121.0     0.3   2.8   0.8   94.2   8.41    11.3
08/15/12 21:31:12 20.91    243 0.224  8.27  -120.8     0.0   0.4   0.1   93.8   8.37    11.3
08/15/12 22:01:12 20.91    242 0.224  8.26  -120.5    -0.2  12.6   3.7   93.6   8.35    11.3
08/15/12 22:31:11 20.91    243 0.224  8.26  -120.2    -0.2   0.6   0.2   93.1   8.31    11.3
08/15/12 23:01:11 20.91    243 0.224  8.25  -119.8    -0.2   0.3   0.1   92.4   8.25    11.3
08/15/12 23:31:11 20.90    243 0.224  8.24  -119.3    -0.2   0.0   0.0   92.2   8.23    11.3
08/16/12 00:01:11 20.90    243 0.224  8.25  -119.5     0.0   3.7   1.1   92.4   8.25    11.3
08/16/12 00:31:11 20.89    243 0.224  8.24  -119.1     0.7 121.2  35.6   92.1   8.22    11.3
08/16/12 01:01:12 20.88    243 0.223  8.24  -119.3     0.9   0.5   0.1   92.1   8.22    11.3
08/16/12 01:31:12 20.87    243 0.224  8.25  -119.4    -0.2   1.3   0.4   92.0   8.22    11.3
08/16/12 02:01:11 20.86    243 0.224  8.23  -118.4     0.1   0.3   0.1   91.4   8.16    11.3
08/16/12 02:31:11 20.85    243 0.224  8.23  -118.3    -0.2   3.2   1.0   90.9   8.13    11.3
08/16/12 03:01:12 20.85    244 0.224  8.22  -118.0     0.0  -0.4  -0.1   90.6   8.10    11.3
08/16/12 03:31:11 20.84    244 0.224  8.21  -117.4     1.8   0.2   0.1   90.0   8.05    11.3
08/16/12 04:01:11 20.84    243 0.224  8.22  -117.6    -0.1   0.3   0.1   90.7   8.10    11.3
08/16/12 04:31:12 20.83    243 0.224  8.21  -117.6     0.0   3.1   0.9   90.3   8.07    11.3
08/16/12 05:01:12 20.82    243 0.224  8.21  -117.4     0.1   0.3   0.1   90.2   8.06    11.3
08/16/12 05:31:11 20.82    243 0.224  8.21  -117.6     0.4   1.2   0.4   90.2   8.07    11.3
08/16/12 06:01:11 20.82    243 0.223  8.22  -117.7     0.6   0.7   0.2   90.3   8.07    11.3
08/16/12 06:31:11 20.81    243 0.223  8.21  -117.2     0.5  10.2   3.0   89.6   8.02    11.4
08/16/12 07:01:11 20.80    243 0.223  8.20  -116.9     0.3   2.4   0.7   89.2   7.98    11.4
08/16/12 07:31:11 20.80    243 0.223  8.19  -116.0     0.7   4.4   1.3   88.2   7.89    11.3
08/16/12 08:01:22 20.80    243 0.223  8.20  -116.5     0.2  10.6   3.1   89.1   7.97    11.3
08/16/12 08:31:05 20.79    243 0.223  8.20  -116.5     2.0  12.4   3.6   88.8   7.94    11.3
08/16/12 09:01:11 20.80    243 0.223  8.21  -117.0     0.3   1.7   0.5   89.4   8.00    11.4
08/16/12 09:31:12 20.81    243 0.223  8.21  -117.4     1.1   2.2   0.7   89.9   8.04    11.3
08/16/12 10:01:12 20.80    243 0.223  8.21  -117.4     0.4   4.9   1.4   89.6   8.01    11.3
08/16/12 10:31:11 20.81    242 0.223  8.22  -118.0     0.2   7.5   2.2   90.4   8.09    11.3
08/16/12 11:01:11 20.78    243 0.223  8.21  -117.3     1.8   9.9   2.9   89.4   8.00    11.3
08/16/12 11:31:11 20.77    242 0.223  8.22  -117.9     1.4   6.8   2.0   89.8   8.04    11.4
08/16/12 12:01:11 20.76    242 0.223  8.24  -118.9     2.0   0.6   0.2   91.0   8.14    11.3
08/16/12 12:31:11 20.74    242 0.223  8.21  -117.5     2.9   0.1   0.0   89.3   8.00    11.3
08/16/12 13:01:12 20.70    243 0.223  8.19  -116.1     0.6   3.0   0.9   88.0   7.89    11.3
08/16/12 13:31:11 20.60    242 0.222  8.20  -116.6     2.1   5.3   1.6   89.3   8.02    11.3
08/16/12 14:01:11 20.48    242 0.221  8.20  -116.9     0.6   1.4   0.4   89.6   8.06    11.3
08/16/12 14:31:11 20.38    242 0.221  8.19  -115.8     2.0   1.3   0.4   89.0   8.02    11.3
08/16/12 15:01:11 20.36    242 0.221  8.19  -115.8     1.8   9.2   2.7   89.2   8.05    11.4
08/16/12 15:31:11 20.21    243 0.220  8.17  -114.9     1.5   0.9   0.3   88.8   8.04    11.3
08/16/12 16:01:11 20.22    243 0.220  8.19  -116.1     0.6   0.3   0.1   90.0   8.14    11.3
08/16/12 16:31:11 20.16    243 0.220  8.20  -116.5     1.5   3.0   0.9   90.5   8.20    11.3
08/16/12 17:01:11 20.06    242 0.220  8.20  -116.3     4.2   5.8   1.7   90.9   8.26    11.3
08/16/12 17:31:12 20.00    242 0.219  8.19  -115.8     1.3   0.4   0.1   90.8   8.25    11.3
08/16/12 18:01:11 20.08    242 0.219  8.20  -116.4     2.6   0.2   0.1   91.1   8.27    11.4
08/16/12 18:31:12 20.44    242 0.221  8.23  -118.1     0.6   1.9   0.6   92.4   8.32    11.3
08/16/12 19:01:11 20.79    243 0.223  8.23  -118.7     2.6  -0.1   0.0   93.4   8.35    11.3
08/16/12 19:31:11 20.96    243 0.225  8.23  -118.7     1.4   1.9   0.6   93.5   8.33    11.3
08/16/12 20:01:12 20.94    243 0.224  8.24  -119.0     2.6   0.3   0.1   94.0   8.38    11.3
08/16/12 20:31:12 20.93    243 0.224  8.24  -118.8     2.5   0.4   0.1   93.9   8.37    11.3
08/16/12 21:01:12 20.93    243 0.224  8.24  -119.0     1.3   2.3   0.7   94.2   8.41    11.3
08/16/12 21:31:12 20.93    244 0.225  8.24  -119.3     0.4   0.0   0.0   94.1   8.40    11.3
08/16/12 22:01:12 20.91    244 0.225  8.24  -119.0     0.3  -0.1   0.0   93.6   8.35    11.3
08/16/12 22:31:11 20.90    243 0.224  8.24  -119.0     0.3  -0.4  -0.1   93.8   8.37    11.3
08/16/12 23:01:11 20.89    244 0.225  8.24  -119.2     0.1   0.0   0.0   93.6   8.36    11.3
08/16/12 23:31:11 20.87    243 0.224  8.24  -118.8     0.4  -0.1   0.0   93.2   8.32    11.3
08/17/12 00:01:12 20.86    243 0.224  8.23  -118.5    -0.1   3.0   0.9   93.0   8.31    11.3
08/17/12 00:31:12 20.83    243 0.223  8.25  -119.4     0.4   0.2   0.1   93.5   8.36    11.3
08/17/12 01:01:11 20.81    243 0.223  8.24  -119.0     0.1   0.1   0.0   93.7   8.38    11.3
08/17/12 01:31:12 20.80    242 0.223  8.24  -119.0     3.5   0.2   0.1   93.3   8.35    11.3
08/17/12 02:01:11 20.79    243 0.223  8.23  -118.6     0.3   1.1   0.3   92.8   8.30    11.3
08/17/12 02:31:11 20.76    242 0.222  8.24  -118.8    -0.4   0.0   0.0   93.3   8.35    11.3
08/17/12 03:01:11 20.73    242 0.222  8.23  -118.7     0.1   1.1   0.3   92.4   8.28    11.3
08/17/12 03:31:12 20.70    243 0.223  8.23  -118.5     0.1  -0.5  -0.2   92.0   8.25    11.3
08/17/12 04:01:12 20.68    242 0.222  8.23  -118.4     0.0   0.1   0.0   91.9   8.24    11.3
08/17/12 04:31:11 20.64    242 0.222  8.23  -118.2     0.2   0.3   0.1   91.6   8.22    11.3
08/17/12 05:01:11 20.59    242 0.222  8.23  -118.2    -0.3   0.1   0.0   91.8   8.25    11.3
08/17/12 05:31:11 20.56    242 0.222  8.21  -117.2    -0.3  -0.2  -0.1   91.0   8.18    11.3
08/17/12 06:01:11 20.52    242 0.221  8.21  -116.9     0.1  -0.3  -0.1   90.8   8.16    11.3
08/17/12 06:31:11 20.56    242 0.222  8.22  -117.6     0.0   1.2   0.4   91.3   8.21    11.3
08/17/12 07:01:11 20.51    242 0.221  8.21  -117.0     3.2   0.3   0.1   90.7   8.16    11.3
08/17/12 07:31:11 20.50    242 0.221  8.21  -117.3    -0.1   0.7   0.2   91.2   8.20    11.3
08/17/12 08:01:12 20.41    242 0.221  8.22  -117.8     3.4   0.3   0.1   91.5   8.25    11.3
08/17/12 08:31:12 20.35    242 0.220  8.23  -118.5    12.5   2.7   0.8   92.3   8.33    11.3
08/17/12 09:01:11 20.30    242 0.220  8.24  -119.0     2.3   3.9   1.2   92.7   8.38    11.3
08/17/12 09:31:18 20.30    242 0.220  8.25  -119.5     1.8  49.4  14.5   93.6   8.45    11.3
08/17/12 10:01:05 20.30    242 0.220  8.26  -120.2     1.1  13.8   4.1   94.2   8.51    11.3
08/17/12 10:31:13 20.28    242 0.220  8.26  -120.4     4.7   6.3   1.9   94.4   8.53    11.3
08/17/12 11:01:12 20.29    242 0.220  8.28  -121.6     3.2   1.0   0.3   96.0   8.67    11.3
